speakerid|speech_id|lastname|firstname|chamber|state|gender|party|district|nonvoting
113120531|1130009549|MIKULSKI|BARBARA|S|MD|F|D||voting
113118171|1130009550|HATCH|ORRIN|S|UT|M|R||voting
113120531|1130009551|MIKULSKI|BARBARA|S|MD|F|D||voting
113118171|1130009554|HATCH|ORRIN|S|UT|M|R||voting
113118171|1130009556|HATCH|ORRIN|S|UT|M|R||voting
113120531|1130009558|MIKULSKI|BARBARA|S|MD|F|D||voting
113120531|1130009560|MIKULSKI|BARBARA|S|MD|F|D||voting
113120531|1130009562|MIKULSKI|BARBARA|S|MD|F|D||voting
113121581|1130009564|TOOMEY|PATRICK|S|PA|M|R||voting
113120531|1130009568|MIKULSKI|BARBARA|S|MD|F|D||voting
113120531|1130009570|MIKULSKI|BARBARA|S|MD|F|D||voting
113121581|1130009573|TOOMEY|PATRICK|S|PA|M|R||voting
113118321|1130009575|DURBIN|RICHARD|S|IL|M|D||voting
113121581|1130009577|TOOMEY|PATRICK|S|PA|M|R||voting
113120531|1130009583|MIKULSKI|BARBARA|S|MD|F|D||voting
113120531|1130009585|MIKULSKI|BARBARA|S|MD|F|D||voting
113120531|1130009588|MIKULSKI|BARBARA|S|MD|F|D||voting
113120531|1130009590|MIKULSKI|BARBARA|S|MD|F|D||voting
113118321|1130009592|DURBIN|RICHARD|S|IL|M|D||voting
113118321|1130009594|DURBIN|RICHARD|S|IL|M|D||voting
113118321|1130009596|DURBIN|RICHARD|S|IL|M|D||voting
113118651|1130009599|BLUMENTHAL|RICHARD|S|CT|M|D||voting
113118651|1130009601|BLUMENTHAL|RICHARD|S|CT|M|D||voting
113119801|1130009605|HIRONO|MAZIE|S|HI|F|D||voting
113119801|1130009607|HIRONO|MAZIE|S|HI|F|D||voting
113121791|1130009613|WYDEN|RON|S|OR|M|D||voting
113118421|1130009615|SHAHEEN|JEANNE|S|NH|F|D||voting
113118421|1130009617|SHAHEEN|JEANNE|S|NH|F|D||voting
113118321|1130009619|DURBIN|RICHARD|S|IL|M|D||voting
113118321|1130009621|DURBIN|RICHARD|S|IL|M|D||voting
113120531|1130009623|MIKULSKI|BARBARA|S|MD|F|D||voting
113118321|1130009624|DURBIN|RICHARD|S|IL|M|D||voting
113120531|1130009625|MIKULSKI|BARBARA|S|MD|F|D||voting
113118321|1130009626|DURBIN|RICHARD|S|IL|M|D||voting
113120531|1130009627|MIKULSKI|BARBARA|S|MD|F|D||voting
113118321|1130009628|DURBIN|RICHARD|S|IL|M|D||voting
113120531|1130009629|MIKULSKI|BARBARA|S|MD|F|D||voting
113118321|1130009630|DURBIN|RICHARD|S|IL|M|D||voting
113120961|1130009632|REID|HARRY|S|NV|M|D||voting
113120531|1130009634|MIKULSKI|BARBARA|S|MD|F|D||voting
113121351|1130009636|SHELBY|RICHARD|S|AL|M|R||voting
113120961|1130009638|REID|HARRY|S|NV|M|D||voting
113121351|1130009639|SHELBY|RICHARD|S|AL|M|R||voting
113120961|1130009640|REID|HARRY|S|NV|M|D||voting
113121351|1130009641|SHELBY|RICHARD|S|AL|M|R||voting
113117281|1130009642|COWAN|WILLIAM|S|MA|M|D||voting
113120961|1130009644|REID|HARRY|S|NV|M|D||voting
113120181|1130009646|LEAHY|PATRICK|S|VT|M|D||voting
113118471|1130009648|COONS|CHRIS|S|DE|M|D||voting
113118311|1130009649|CORNYN|JOHN|S|TX|M|R||voting
113119891|1130009650|ISAKSON|JOHN|S|GA|M|R||voting
113121791|1130009651|WYDEN|RON|S|OR|M|D||voting
113120591|1130009652|MURKOWSKI|LISA|S|AK|F|R||voting
113118321|1130009653|DURBIN|RICHARD|S|IL|M|D||voting
113120081|1130009654|KIRK|MARK|S|IL|M|R||voting
113118321|1130009655|DURBIN|RICHARD|S|IL|M|D||voting
113120531|1130009658|MIKULSKI|BARBARA|S|MD|F|D||voting
113120531|1130009659|MIKULSKI|BARBARA|S|MD|F|D||voting
113117411|1130009660|HARKIN|THOMAS|S|IA|M|D||voting
113117411|1130009662|HARKIN|THOMAS|S|IA|M|D||voting
113117411|1130009664|HARKIN|THOMAS|S|IA|M|D||voting
113117411|1130009666|HARKIN|THOMAS|S|IA|M|D||voting
113117411|1130009668|HARKIN|THOMAS|S|IA|M|D||voting
113117411|1130009670|HARKIN|THOMAS|S|IA|M|D||voting
113121791|1130009672|WYDEN|RON|S|OR|M|D||voting
113120961|1130009674|REID|HARRY|S|NV|M|D||voting
113120961|1130009676|REID|HARRY|S|NV|M|D||voting
113120961|1130009678|REID|HARRY|S|NV|M|D||voting
113120961|1130009680|REID|HARRY|S|NV|M|D||voting
113120961|1130009683|REID|HARRY|S|NV|M|D||voting
113120961|1130009685|REID|HARRY|S|NV|M|D||voting
113120961|1130009686|REID|HARRY|S|NV|M|D||voting
113119380|1130009723|FITZPATRICK|MICHAEL|H|PA|M|R|8|voting
113119380|1130009725|FITZPATRICK|MICHAEL|H|PA|M|R|8|voting
113119380|1130009729|FITZPATRICK|MICHAEL|H|PA|M|R|8|voting
113117500|1130009730|BARROW|JOHN|H|GA|M|D|12|voting
113122320|1130009731|WAGNER|ANN|H|MO|F|R|2|voting
113119860|1130009733|HULTGREN|RANDY|H|IL|M|R|14|voting
113118790|1130009734|BUTTERFIELD|GEORGE|H|NC|M|D|1|voting
113122350|1130009735|PITTENGER|ROBERT|H|NC|M|R|9|voting
113120490|1130009736|MCNERNEY|JERRY|H|CA|M|D|9|voting
113119410|1130009737|FLEMING|JOHN|H|LA|M|R|4|voting
113117930|1130009738|GARCIA|JOE|H|FL|M|D|26|voting
113120090|1130009740|KLINE|JOHN|H|MN|M|R|2|voting
113120090|1130009744|KLINE|JOHN|H|MN|M|R|2|voting
113120090|1130009747|KLINE|JOHN|H|MN|M|R|2|voting
113121020|1130009748|ROE|DAVID|H|TN|M|R|1|voting
113120090|1130009750|KLINE|JOHN|H|MN|M|R|2|voting
113121020|1130009751|ROE|DAVID|H|TN|M|R|1|voting
113119790|1130009753|HINOJOSA|RUBEN|H|TX|M|D|15|voting
113120090|1130009755|KLINE|JOHN|H|MN|M|R|2|voting
113121010|1130009756|ROBY|MARTHA|H|AL|F|R|2|voting
113117360|1130009759|ANDREWS|ROBERT|H|NJ|M|D|1|voting
113119790|1130009760|HINOJOSA|RUBEN|H|TX|M|D|15|voting
113120090|1130009761|KLINE|JOHN|H|MN|M|R|2|voting
113119550|1130009762|GOODLATTE|BOB|H|VA|M|R|6|voting
113117850|1130009765|TIERNEY|JOHN|H|MA|M|D|6|voting
113120090|1130009766|KLINE|JOHN|H|MN|M|R|2|voting
113121660|1130009767|WALBERG|TIM|H|MI|M|R|7|voting
113117650|1130009770|HOLT|RUSH|H|NJ|M|D|12|voting
113120090|1130009771|KLINE|JOHN|H|MN|M|R|2|voting
113121870|1130009776|BONAMICI|SUZANNE|H|OR|F|D|1|voting
113120090|1130009777|KLINE|JOHN|H|MN|M|R|2|voting
113121060|1130009778|ROKITA|TODD|H|IN|M|R|4|voting
113120090|1130009780|KLINE|JOHN|H|MN|M|R|2|voting
113121060|1130009781|ROKITA|TODD|H|IN|M|R|4|voting
113117970|1130009783|HORSFORD|STEVEN|H|NV|M|D|4|voting
113117970|1130009786|HORSFORD|STEVEN|H|NV|M|D|4|voting
113120090|1130009787|KLINE|JOHN|H|MN|M|R|2|voting
113117370|1130009788|CANTOR|ERIC|H|VA|M|R|7|voting
113118790|1130009791|BUTTERFIELD|GEORGE|H|NC|M|D|1|voting
113120090|1130009794|KLINE|JOHN|H|MN|M|R|2|voting
113120090|1130009796|KLINE|JOHN|H|MN|M|R|2|voting
113119660|1130009797|GUTHRIE|BRETT|H|KY|M|R|2|voting
113118920|1130009799|CICILLINE|DAVID|H|RI|M|D|1|voting
113120090|1130009800|KLINE|JOHN|H|MN|M|R|2|voting
113120090|1130009802|KLINE|JOHN|H|MN|M|R|2|voting
113119020|1130009804|CONNOLLY|GERALD|H|VA|M|D|11|voting
113118760|1130009805|BUCSHON|LARRY|H|IN|M|R|8|voting
113118640|1130009808|BLUMENAUER|EARL|H|OR|M|D|3|voting
113117580|1130009809|DINGELL|JOHN|H|MI|M|D|12|voting
113117610|1130009810|GINGREY|PHIL|H|GA|M|R|11|voting
113120010|1130009811|KAPTUR|MARCY|H|OH|F|D|9|voting
113117710|1130009813|MCKEON|HOWARD|H|CA|M|R|25|voting
113119450|1130009817|FOXX|VIRGINIA|H|NC|F|R|5|voting
113119450|1130009820|FOXX|VIRGINIA|H|NC|F|R|5|voting
113117850|1130009821|TIERNEY|JOHN|H|MA|M|D|6|voting
113117850|1130009823|TIERNEY|JOHN|H|MA|M|D|6|voting
113119450|1130009824|FOXX|VIRGINIA|H|NC|F|R|5|voting
113117850|1130009825|TIERNEY|JOHN|H|MA|M|D|6|voting
113119450|1130009827|FOXX|VIRGINIA|H|NC|F|R|5|voting
113117850|1130009828|TIERNEY|JOHN|H|MA|M|D|6|voting
113117980|1130009831|GALLEGO|PETE|H|TX|M|D|23|voting
113117980|1130009834|GALLEGO|PETE|H|TX|M|D|23|voting
113120090|1130009835|KLINE|JOHN|H|MN|M|R|2|voting
113120090|1130009837|KLINE|JOHN|H|MN|M|R|2|voting
113117850|1130009844|TIERNEY|JOHN|H|MA|M|D|6|voting
113117850|1130009846|TIERNEY|JOHN|H|MA|M|D|6|voting
113119000|1130009848|COLE|TOM|H|OK|M|R|4|voting
113117850|1130009849|TIERNEY|JOHN|H|MA|M|D|6|voting
113120670|1130009851|NOEM|KRISTI|H|SD|F|R|0|voting
113117850|1130009852|TIERNEY|JOHN|H|MA|M|D|6|voting
113117850|1130009854|TIERNEY|JOHN|H|MA|M|D|6|voting
113122180|1130009855|GABBARD|TULSI|H|HI|F|D|2|voting
113118620|1130009859|BLACK|DIANE|H|TN|F|R|6|voting
113118620|1130009862|BLACK|DIANE|H|TN|F|R|6|voting
113120290|1130009865|LUCAS|FRANK|H|OK|M|R|3|voting
113118620|1130009866|BLACK|DIANE|H|TN|F|R|6|voting
113120290|1130009867|LUCAS|FRANK|H|OK|M|R|3|voting
113118620|1130009868|BLACK|DIANE|H|TN|F|R|6|voting
113119510|1130009871|GARRETT|SCOTT|H|NJ|M|R|5|voting
113119510|1130009874|GARRETT|SCOTT|H|NJ|M|R|5|voting
113119790|1130009875|HINOJOSA|RUBEN|H|TX|M|D|15|voting
113119790|1130009877|HINOJOSA|RUBEN|H|TX|M|D|15|voting
113119790|1130009880|HINOJOSA|RUBEN|H|TX|M|D|15|voting
113119510|1130009882|GARRETT|SCOTT|H|NJ|M|R|5|voting
113120090|1130009883|KLINE|JOHN|H|MN|M|R|2|voting
113119790|1130009884|HINOJOSA|RUBEN|H|TX|M|D|15|voting
113119510|1130009885|GARRETT|SCOTT|H|NJ|M|R|5|voting
113117850|1130009888|TIERNEY|JOHN|H|MA|M|D|6|voting
113117850|1130009891|TIERNEY|JOHN|H|MA|M|D|6|voting
113120090|1130009892|KLINE|JOHN|H|MN|M|R|2|voting
113120090|1130009893|KLINE|JOHN|H|MN|M|R|2|voting
113117850|1130009894|TIERNEY|JOHN|H|MA|M|D|6|voting
113119790|1130009895|HINOJOSA|RUBEN|H|TX|M|D|15|voting
113120090|1130009896|KLINE|JOHN|H|MN|M|R|2|voting
113119450|1130009897|FOXX|VIRGINIA|H|NC|F|R|5|voting
113117850|1130009898|TIERNEY|JOHN|H|MA|M|D|6|voting
113119830|1130009899|HOYER|STENY|H|MD|M|D|5|voting
113117850|1130009900|TIERNEY|JOHN|H|MA|M|D|6|voting
113120090|1130009901|KLINE|JOHN|H|MN|M|R|2|voting
113120090|1130009902|KLINE|JOHN|H|MN|M|R|2|voting
113121090|1130009903|ROSKAM|PETER|H|IL|M|R|6|voting
113117850|1130009904|TIERNEY|JOHN|H|MA|M|D|6|voting
113120090|1130009905|KLINE|JOHN|H|MN|M|R|2|voting
113120090|1130009906|KLINE|JOHN|H|MN|M|R|2|voting
113117850|1130009907|TIERNEY|JOHN|H|MA|M|D|6|voting
113120090|1130009908|KLINE|JOHN|H|MN|M|R|2|voting
113117850|1130009909|TIERNEY|JOHN|H|MA|M|D|6|voting
113117550|1130009910|CAMPBELL|JOHN|H|CA|M|R|45|voting
113120090|1130009918|KLINE|JOHN|H|MN|M|R|2|voting
113120090|1130009920|KLINE|JOHN|H|MN|M|R|2|voting
113120090|1130009925|KLINE|JOHN|H|MN|M|R|2|voting
113120090|1130009927|KLINE|JOHN|H|MN|M|R|2|voting
113120090|1130009929|KLINE|JOHN|H|MN|M|R|2|voting
113118900|1130009934|CHAFFETZ|JASON|H|UT|M|R|3|voting
113122490|1130009938|JOYCE|DAVID|H|OH|M|R|14|voting
113119500|1130009939|GARDNER|CORY|H|CO|M|R|4|voting
113119780|1130009940|HIMES|JAMES|H|CT|M|D|4|voting
113120850|1130009943|POE|TED|H|TX|M|R|2|voting
113119440|1130009945|FORTENBERRY|JEFF|H|NE|M|R|1|voting
113119830|1130009946|HOYER|STENY|H|MD|M|D|5|voting
113117370|1130009947|CANTOR|ERIC|H|VA|M|R|7|voting
113119830|1130009948|HOYER|STENY|H|MD|M|D|5|voting
113117370|1130009949|CANTOR|ERIC|H|VA|M|R|7|voting
113119830|1130009950|HOYER|STENY|H|MD|M|D|5|voting
113122440|1130009951|JEFFRIES|HAKEEM|H|NY|M|D|8|voting
113117370|1130009952|CANTOR|ERIC|H|VA|M|R|7|voting
113119830|1130009953|HOYER|STENY|H|MD|M|D|5|voting
113117370|1130009954|CANTOR|ERIC|H|VA|M|R|7|voting
113117370|1130009956|CANTOR|ERIC|H|VA|M|R|7|voting
113119830|1130009957|HOYER|STENY|H|MD|M|D|5|voting
113117370|1130009958|CANTOR|ERIC|H|VA|M|R|7|voting
113119830|1130009959|HOYER|STENY|H|MD|M|D|5|voting
113117370|1130009960|CANTOR|ERIC|H|VA|M|R|7|voting
113119830|1130009961|HOYER|STENY|H|MD|M|D|5|voting
113117370|1130009962|CANTOR|ERIC|H|VA|M|R|7|voting
113122080|1130009965|TAKANO|MARK|H|CA|M|D|41|voting
113120660|1130009966|NEUGEBAUER|RANDY|H|TX|M|R|19|voting
113117860|1130009967|WAXMAN|HENRY|H|CA|M|D|33|voting
113122520|1130009968|PERRY|SCOTT|H|PA|M|R|4|voting
113121340|1130009969|SEWELL|TERRI|H|AL|F|D|7|voting
113122580|1130009970|OROURKE|BETO|H|TX|M|D|16|voting
113118990|1130009971|COHEN|STEVE|H|TN|M|D|9|voting
113122540|1130009972|CARTWRIGHT|MATTHEW|H|PA|M|D|17|voting
113121780|1130009975|WOODALL|ROB|H|GA|M|R|7|voting
113119540|1130009977|GOHMERT|LOUIE|H|TX|M|R|1|voting
113119540|1130009978|GOHMERT|LOUIE|H|TX|M|R|1|voting
113118640|1130010026|BLUMENAUER|EARL|H|OR|M|D|3|voting
113117500|1130010028|BARROW|JOHN|H|GA|M|D|12|voting
113120850|1130010030|POE|TED|H|TX|M|R|2|voting
113119830|1130010034|HOYER|STENY|H|MD|M|D|5|voting
113119830|1130010036|HOYER|STENY|H|MD|M|D|5|voting
113119830|1130010038|HOYER|STENY|H|MD|M|D|5|voting
113119830|1130010040|HOYER|STENY|H|MD|M|D|5|voting
113119830|1130010042|HOYER|STENY|H|MD|M|D|5|voting
113119830|1130010044|HOYER|STENY|H|MD|M|D|5|voting
113119830|1130010046|HOYER|STENY|H|MD|M|D|5|voting
113119450|1130010048|FOXX|VIRGINIA|H|NC|F|R|5|voting
113121370|1130010049|SHIMKUS|JOHN|H|IL|M|R|15|voting
113122320|1130010051|WAGNER|ANN|H|MO|F|R|2|voting
113120850|1130010052|POE|TED|H|TX|M|R|2|voting
113118770|1130010053|BURGESS|MICHAEL|H|TX|M|R|26|voting
113122350|1130010054|PITTENGER|ROBERT|H|NC|M|R|9|voting
113118530|1130010058|BARLETTA|LOU|H|PA|M|R|11|voting
113118530|1130010060|BARLETTA|LOU|H|PA|M|R|11|voting
113118530|1130010062|BARLETTA|LOU|H|PA|M|R|11|voting
113122310|1130010063|NOLAN|RICHARD|H|MN|M|D|8|voting
113118530|1130010064|BARLETTA|LOU|H|PA|M|R|11|voting
113122310|1130010067|NOLAN|RICHARD|H|MN|M|D|8|voting
113118530|1130010069|BARLETTA|LOU|H|PA|M|R|11|voting
113118530|1130010071|BARLETTA|LOU|H|PA|M|R|11|voting
113118530|1130010073|BARLETTA|LOU|H|PA|M|R|11|voting
113122310|1130010074|NOLAN|RICHARD|H|MN|M|D|8|voting
113118530|1130010076|BARLETTA|LOU|H|PA|M|R|11|voting
113122310|1130010077|NOLAN|RICHARD|H|MN|M|D|8|voting
113119830|1130010078|HOYER|STENY|H|MD|M|D|5|voting
113122310|1130010079|NOLAN|RICHARD|H|MN|M|D|8|voting
113118530|1130010080|BARLETTA|LOU|H|PA|M|R|11|voting
113122310|1130010083|NOLAN|RICHARD|H|MN|M|D|8|voting
113119680|1130010090|HANNA|RICHARD|H|NY|M|R|22|voting
113122210|1130010091|BUSTOS|CHERI|H|IL|F|D|17|voting
113120740|1130010094|PASCRELL|BILL|H|NJ|M|D|9|voting
113122030|1130010096|SWALWELL|ERIC|H|CA|M|D|15|voting
113118990|1130010098|COHEN|STEVE|H|TN|M|D|9|voting
113120350|1130010099|MARCHANT|KENNY|H|TX|M|R|24|voting
113117970|1130010102|HORSFORD|STEVEN|H|NV|M|D|4|voting
113119480|1130010103|FUDGE|MARCIA|H|OH|F|D|11|voting
113119480|1130010106|FUDGE|MARCIA|H|OH|F|D|11|voting
113117970|1130010107|HORSFORD|STEVEN|H|NV|M|D|4|voting
113118790|1130010108|BUTTERFIELD|GEORGE|H|NC|M|D|1|voting
113117970|1130010109|HORSFORD|STEVEN|H|NV|M|D|4|voting
113118790|1130010110|BUTTERFIELD|GEORGE|H|NC|M|D|1|voting
113117970|1130010111|HORSFORD|STEVEN|H|NV|M|D|4|voting
113117970|1130010113|HORSFORD|STEVEN|H|NV|M|D|4|voting
113117970|1130010115|HORSFORD|STEVEN|H|NV|M|D|4|voting
113117970|1130010117|HORSFORD|STEVEN|H|NV|M|D|4|voting
113117560|1130010118|CHRISTENSEN|DONNA|H|VI|F|D|0|nonvoting
113117970|1130010119|HORSFORD|STEVEN|H|NV|M|D|4|voting
113117970|1130010121|HORSFORD|STEVEN|H|NV|M|D|4|voting
113117970|1130010123|HORSFORD|STEVEN|H|NV|M|D|4|voting
113118550|1130010124|BASS|KAREN|H|CA|F|D|37|voting
113117970|1130010125|HORSFORD|STEVEN|H|NV|M|D|4|voting
113122480|1130010126|BEATTY|JOYCE|H|OH|F|D|3|voting
113117970|1130010127|HORSFORD|STEVEN|H|NV|M|D|4|voting
113117970|1130010129|HORSFORD|STEVEN|H|NV|M|D|4|voting
113117970|1130010131|HORSFORD|STEVEN|H|NV|M|D|4|voting
113119480|1130010133|FUDGE|MARCIA|H|OH|F|D|11|voting
113117970|1130010134|HORSFORD|STEVEN|H|NV|M|D|4|voting
113122440|1130010135|JEFFRIES|HAKEEM|H|NY|M|D|8|voting
113117970|1130010136|HORSFORD|STEVEN|H|NV|M|D|4|voting
113121780|1130010138|WOODALL|ROB|H|GA|M|R|7|voting
113120961|1130010141|REID|HARRY|S|NV|M|D||voting
113120961|1130010142|REID|HARRY|S|NV|M|D||voting
113120961|1130010144|REID|HARRY|S|NV|M|D||voting
113120961|1130010146|REID|HARRY|S|NV|M|D||voting
113120961|1130010147|REID|HARRY|S|NV|M|D||voting
113120961|1130010150|REID|HARRY|S|NV|M|D||voting
113118661|1130010152|BLUNT|ROY|S|MO|M|R||voting
113118661|1130010154|BLUNT|ROY|S|MO|M|R||voting
113120531|1130010156|MIKULSKI|BARBARA|S|MD|F|D||voting
113118661|1130010158|BLUNT|ROY|S|MO|M|R||voting
113120531|1130010160|MIKULSKI|BARBARA|S|MD|F|D||voting
113118661|1130010162|BLUNT|ROY|S|MO|M|R||voting
113120391|1130010164|MCCAIN|JOHN|S|AZ|M|R||voting
113120391|1130010166|MCCAIN|JOHN|S|AZ|M|R||voting
113120391|1130010168|MCCAIN|JOHN|S|AZ|M|R||voting
113120391|1130010169|MCCAIN|JOHN|S|AZ|M|R||voting
113118311|1130010171|CORNYN|JOHN|S|TX|M|R||voting
113120531|1130010174|MIKULSKI|BARBARA|S|MD|F|D||voting
113120531|1130010176|MIKULSKI|BARBARA|S|MD|F|D||voting
113120531|1130010178|MIKULSKI|BARBARA|S|MD|F|D||voting
113120961|1130010180|REID|HARRY|S|NV|M|D||voting
113120961|1130010182|REID|HARRY|S|NV|M|D||voting
113120961|1130010184|REID|HARRY|S|NV|M|D||voting
113118511|1130010186|AYOTTE|KELLY|S|NH|F|R||voting
113118701|1130010187|BOXER|BARBARA|S|CA|F|D||voting
113120961|1130010188|REID|HARRY|S|NV|M|D||voting
113118511|1130010189|AYOTTE|KELLY|S|NH|F|R||voting
113120961|1130010191|REID|HARRY|S|NV|M|D||voting
113120961|1130010196|REID|HARRY|S|NV|M|D||voting
113120531|1130010198|MIKULSKI|BARBARA|S|MD|F|D||voting
113121351|1130010200|SHELBY|RICHARD|S|AL|M|R||voting
113120531|1130010201|MIKULSKI|BARBARA|S|MD|F|D||voting
113120531|1130010203|MIKULSKI|BARBARA|S|MD|F|D||voting
113120961|1130010207|REID|HARRY|S|NV|M|D||voting
113120961|1130010211|REID|HARRY|S|NV|M|D||voting
113118321|1130010213|DURBIN|RICHARD|S|IL|M|D||voting
113118311|1130010214|CORNYN|JOHN|S|TX|M|R||voting
113117351|1130010217|BAUCUS|MAX|S|MT|M|D||voting
113117351|1130010219|BAUCUS|MAX|S|MT|M|D||voting
113118701|1130010223|BOXER|BARBARA|S|CA|F|D||voting
113120961|1130010226|REID|HARRY|S|NV|M|D||voting
113120961|1130010228|REID|HARRY|S|NV|M|D||voting
113118321|1130010230|DURBIN|RICHARD|S|IL|M|D||voting
113117411|1130010231|HARKIN|THOMAS|S|IA|M|D||voting
113118201|1130010232|MENENDEZ|ROBERT|S|NJ|M|D||voting
113120591|1130010233|MURKOWSKI|LISA|S|AK|F|R||voting
113117381|1130010234|BEGICH|MARK|S|AK|M|D||voting
113118481|1130010236|MANCHIN|JOE|S|WV|M|D||voting
113118161|1130010237|FEINSTEIN|DIANNE|S|CA|F|D||voting
113118161|1130010238|FEINSTEIN|DIANNE|S|CA|F|D||voting
113118161|1130010239|FEINSTEIN|DIANNE|S|CA|F|D||voting
113118161|1130010240|FEINSTEIN|DIANNE|S|CA|F|D||voting
113118161|1130010241|FEINSTEIN|DIANNE|S|CA|F|D||voting
113118161|1130010242|FEINSTEIN|DIANNE|S|CA|F|D||voting
113118161|1130010243|FEINSTEIN|DIANNE|S|CA|F|D||voting
113118161|1130010244|FEINSTEIN|DIANNE|S|CA|F|D||voting
113118161|1130010245|FEINSTEIN|DIANNE|S|CA|F|D||voting
113118161|1130010246|FEINSTEIN|DIANNE|S|CA|F|D||voting
113118161|1130010247|FEINSTEIN|DIANNE|S|CA|F|D||voting
113118161|1130010248|FEINSTEIN|DIANNE|S|CA|F|D||voting
113120181|1130010249|LEAHY|PATRICK|S|VT|M|D||voting
113118161|1130010250|FEINSTEIN|DIANNE|S|CA|F|D||voting
113120531|1130010252|MIKULSKI|BARBARA|S|MD|F|D||voting
113120531|1130010253|MIKULSKI|BARBARA|S|MD|F|D||voting
113117411|1130010254|HARKIN|THOMAS|S|IA|M|D||voting
113117411|1130010255|HARKIN|THOMAS|S|IA|M|D||voting
113120961|1130010256|REID|HARRY|S|NV|M|D||voting
113120961|1130010258|REID|HARRY|S|NV|M|D||voting
113120961|1130010260|REID|HARRY|S|NV|M|D||voting
113120961|1130010262|REID|HARRY|S|NV|M|D||voting
113120961|1130010264|REID|HARRY|S|NV|M|D||voting
113120961|1130010266|REID|HARRY|S|NV|M|D||voting
113120961|1130010268|REID|HARRY|S|NV|M|D||voting
113120961|1130010269|REID|HARRY|S|NV|M|D||voting
113119990|1130010299|JONES|WALTER|H|NC|M|R|3|voting
113120440|1130010301|MCDERMOTT|JIM|H|WA|M|D|7|voting
113120440|1130010302|MCDERMOTT|JIM|H|WA|M|D|7|voting
113122330|1130010304|DAINES|STEVE|H|MT|M|R|0|voting
113119160|1130010306|DEFAZIO|PETER|H|OR|M|D|4|voting
113120850|1130010308|POE|TED|H|TX|M|R|2|voting
113120450|1130010314|MCGOVERN|JAMES|H|MA|M|D|2|voting
113122440|1130010317|JEFFRIES|HAKEEM|H|NY|M|D|8|voting
113117970|1130010320|HORSFORD|STEVEN|H|NV|M|D|4|voting
113117970|1130010322|HORSFORD|STEVEN|H|NV|M|D|4|voting
113121660|1130010326|WALBERG|TIM|H|MI|M|R|7|voting
113118760|1130010328|BUCSHON|LARRY|H|IN|M|R|8|voting
113118910|1130010329|CHU|JUDY|H|CA|F|D|27|voting
113118890|1130010330|CHABOT|STEVE|H|OH|M|R|1|voting
113119770|1130010331|HIGGINS|BRIAN|H|NY|M|D|26|voting
113122470|1130010332|WENSTRUP|BRAD|H|OH|M|R|2|voting
113122090|1130010333|LOWENTHAL|ALAN|H|CA|M|D|47|voting
113119080|1130010334|CRAWFORD|ERIC|H|AR|M|R|1|voting
113119050|1130010335|COSTA|JIM|H|CA|M|D|16|voting
113119400|1130010336|FLEISCHMANN|CHARLES|H|TN|M|R|3|voting
113122480|1130010337|BEATTY|JOYCE|H|OH|F|D|3|voting
113121560|1130010338|TIPTON|SCOTT|H|CO|M|R|3|voting
113119650|1130010339|GRIJALVA|RAUL|H|AZ|M|D|3|voting
113119380|1130010340|FITZPATRICK|MICHAEL|H|PA|M|R|8|voting
113117970|1130010341|HORSFORD|STEVEN|H|NV|M|D|4|voting
113120840|1130010342|PITTS|JOSEPH|H|PA|M|R|16|voting
113118990|1130010343|COHEN|STEVE|H|TN|M|D|9|voting
113122330|1130010344|DAINES|STEVE|H|MT|M|R|0|voting
113119220|1130010345|DEUTCH|THEODORE|H|FL|M|D|21|voting
113122350|1130010346|PITTENGER|ROBERT|H|NC|M|R|9|voting
113121960|1130010347|TITUS|DINA|H|NV|F|D|1|voting
113122130|1130010348|YOHO|TED|H|FL|M|R|3|voting
113122180|1130010349|GABBARD|TULSI|H|HI|F|D|2|voting
113122240|1130010350|MESSER|LUKE|H|IN|M|R|6|voting
113117290|1130010351|BONNER|JO|H|AL|M|R|1|voting
113122600|1130010352|WILLIAMS|ROGER|H|TX|M|R|25|voting
113121780|1130010353|WOODALL|ROB|H|GA|M|R|7|voting
113121780|1130010355|WOODALL|ROB|H|GA|M|R|7|voting
113121780|1130010356|WOODALL|ROB|H|GA|M|R|7|voting
113121780|1130010358|WOODALL|ROB|H|GA|M|R|7|voting
113121410|1130010359|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113121780|1130010360|WOODALL|ROB|H|GA|M|R|7|voting
113121410|1130010362|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113121780|1130010364|WOODALL|ROB|H|GA|M|R|7|voting
113121780|1130010366|WOODALL|ROB|H|GA|M|R|7|voting
113121780|1130010368|WOODALL|ROB|H|GA|M|R|7|voting
113119000|1130010369|COLE|TOM|H|OK|M|R|4|voting
113121410|1130010370|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113120010|1130010371|KAPTUR|MARCY|H|OH|F|D|9|voting
113121410|1130010373|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113120010|1130010374|KAPTUR|MARCY|H|OH|F|D|9|voting
113121780|1130010375|WOODALL|ROB|H|GA|M|R|7|voting
113120010|1130010376|KAPTUR|MARCY|H|OH|F|D|9|voting
113121780|1130010377|WOODALL|ROB|H|GA|M|R|7|voting
113120010|1130010378|KAPTUR|MARCY|H|OH|F|D|9|voting
113121780|1130010379|WOODALL|ROB|H|GA|M|R|7|voting
